bucket_time_local,confirmed_qr_count,total_pax,total_luggage,avg_pax_per_signal,arriving_flights,total_pax_est,delay_avg_min,avg_taxis_at_curb,avg_active_lanes,avg_lane_capacity,rain_mm,wind_kmh,temp_c,hour_of_day,day_of_week,is_weekend,avg_wait_min,is_pwt_breach,wait_lag1,wait_lag4,wait_lag96
2025-10-02 05:45:00,29.0,58.0,43.0,2.0,6.0,1580.0,1.1666666666666667,31.0,3.0,18.0,0.0,14.458803882677511,24.422375953718397,5,3,0,67.22,1,61.01,73.82,70.81
2025-10-02 06:00:00,40.0,73.0,65.0,1.825,10.0,2460.0,1.8,71.0,7.0,49.0,4.140682072505041,15.785562857558732,30.079335008343744,6,3,0,43.6,1,67.22,19.79,72.55
2025-10-02 06:15:00,50.0,92.0,84.0,1.84,15.0,3530.0,0.5333333333333333,57.0,0.0,42.0,4.140682072505041,15.785562857558732,30.079335008343744,6,3,0,69.56,1,43.6,16.47,50.18
2025-10-02 06:30:00,69.0,133.0,107.0,1.9275362318840579,15.0,3690.0,0.2,50.0,7.0,56.0,4.140682072505041,15.785562857558732,30.079335008343744,6,3,0,79.03,1,69.56,61.01,88.13
2025-10-02 06:45:00,88.0,163.0,140.0,1.8522727272727273,10.0,2650.0,0.2,57.0,6.0,30.0,4.140682072505041,15.785562857558732,30.079335008343744,6,3,0,75.19,1,79.03,67.22,69.96
2025-10-02 07:00:00,81.0,162.0,129.0,2.0,20.0,4810.0,0.7,62.0,6.0,48.0,0.0,17.718556418856135,31.11810944091907,7,3,0,84.8,1,75.19,43.6,76.69
2025-10-02 07:15:00,78.0,139.0,125.0,1.7820512820512822,13.0,3340.0,0.15384615384615385,54.0,7.0,56.0,0.0,17.718556418856135,31.11810944091907,7,3,0,85.83,1,84.8,69.56,59.26
2025-10-02 07:30:00,87.0,165.0,138.0,1.896551724137931,8.0,2010.0,0.75,56.0,7.0,49.0,0.0,17.718556418856135,31.11810944091907,7,3,0,54.71,1,85.83,79.03,63.55
2025-10-02 07:45:00,65.0,121.0,108.0,1.8615384615384616,6.0,1550.0,0.8333333333333334,53.0,7.0,63.0,0.0,17.718556418856135,31.11810944091907,7,3,0,73.19,1,54.71,75.19,88.11
2025-10-02 08:00:00,51.0,107.0,85.0,2.0980392156862746,4.0,1230.0,0.0,44.0,4.0,36.0,0.0,11.865656029801386,32.40260699674465,8,3,0,72.72,1,73.19,84.8,59.48
2025-10-02 08:15:00,35.0,70.0,50.0,2.0,2.0,480.0,0.0,52.0,3.0,27.0,0.0,11.865656029801386,32.40260699674465,8,3,0,67.01,1,72.72,85.83,48.18
2025-10-02 08:30:00,25.0,46.0,39.0,1.84,0.0,0.0,0.0,56.0,3.0,24.0,0.0,11.865656029801386,32.40260699674465,8,3,0,34.72,1,67.01,54.71,17.46
2025-10-02 08:45:00,6.0,9.0,11.0,1.5,3.0,830.0,0.0,33.0,4.0,28.0,0.0,11.865656029801386,32.40260699674465,8,3,0,39.99,1,34.72,73.19,28.3
2025-10-02 09:00:00,11.0,20.0,19.0,1.8181818181818181,3.0,720.0,1.0,56.0,4.0,32.0,0.0,19.79093326466014,31.9628103661013,9,3,0,16.41,0,39.99,72.72,14.39
2025-10-02 09:15:00,17.0,34.0,24.0,2.0,1.0,240.0,0.0,52.0,3.0,21.0,0.0,19.79093326466014,31.9628103661013,9,3,0,36.15,1,16.41,67.01,21.35
2025-10-02 09:30:00,15.0,31.0,25.0,2.066666666666667,2.0,560.0,0.5,40.0,4.0,36.0,0.0,19.79093326466014,31.9628103661013,9,3,0,34.31,1,36.15,34.72,37.79
2025-10-02 09:45:00,9.0,16.0,11.0,1.7777777777777777,3.0,720.0,0.0,60.0,4.0,28.0,0.0,19.79093326466014,31.9628103661013,9,3,0,35.66,1,34.31,39.99,25.32
2025-10-02 10:00:00,19.0,41.0,33.0,2.1578947368421053,3.0,750.0,0.0,44.0,4.0,28.0,6.618543408520818,14.4853877467402,33.2435609829592,10,3,0,12.9,0,35.66,16.41,33.62
2025-10-02 10:15:00,13.0,23.0,27.0,1.7692307692307692,1.0,240.0,1.0,49.0,4.0,48.0,6.618543408520818,14.4853877467402,33.2435609829592,10,3,0,34.6,1,12.9,36.15,25.8
2025-10-02 10:30:00,12.0,34.0,18.0,2.8333333333333335,3.0,640.0,0.0,47.0,4.0,36.0,6.618543408520818,14.4853877467402,33.2435609829592,10,3,0,24.58,0,34.6,34.31,23.52
2025-10-02 10:45:00,19.0,36.0,31.0,1.894736842105263,2.0,430.0,2.0,57.0,4.0,24.0,6.618543408520818,14.4853877467402,33.2435609829592,10,3,0,19.15,0,24.58,35.66,51.9
2025-10-02 11:00:00,7.0,14.0,11.0,2.0,3.0,720.0,0.0,39.0,4.0,44.0,0.0,10.489734530613235,30.910208136124016,11,3,0,27.89,0,19.15,12.9,55.24
2025-10-02 11:15:00,8.0,21.0,24.0,2.625,3.0,720.0,0.0,48.0,4.0,28.0,0.0,10.489734530613235,30.910208136124016,11,3,0,37.11,1,27.89,34.6,19.59
2025-10-02 11:30:00,20.0,44.0,31.0,2.2,3.0,670.0,0.0,52.0,4.0,32.0,0.0,10.489734530613235,30.910208136124016,11,3,0,39.01,1,37.11,24.58,27.64
2025-10-02 11:45:00,22.0,44.0,28.0,2.0,3.0,640.0,0.0,45.0,4.0,48.0,0.0,10.489734530613235,30.910208136124016,11,3,0,24.52,0,39.01,19.15,48.32
2025-10-02 12:00:00,19.0,34.0,27.0,1.7894736842105263,4.0,1070.0,0.0,56.0,4.0,36.0,0.0,12.039459234339212,28.865673093362187,12,3,0,22.45,0,24.52,27.89,37.96
2025-10-02 12:15:00,18.0,25.0,41.0,1.3888888888888888,1.0,320.0,5.0,54.0,4.0,24.0,0.0,12.039459234339212,28.865673093362187,12,3,0,28.23,0,22.45,37.11,40.32
2025-10-02 12:30:00,26.0,50.0,54.0,1.9230769230769231,2.0,560.0,3.0,34.0,4.0,32.0,0.0,12.039459234339212,28.865673093362187,12,3,0,32.87,1,28.23,39.01,19.82
2025-10-02 12:45:00,9.0,15.0,13.0,1.6666666666666667,2.0,560.0,0.0,46.0,4.0,20.0,0.0,12.039459234339212,28.865673093362187,12,3,0,34.53,1,32.87,24.52,30.07
2025-10-02 13:00:00,14.0,27.0,32.0,1.9285714285714286,3.0,800.0,0.0,61.0,4.0,40.0,0.0,15.48060138532288,31.9698994899238,13,3,0,23.71,0,34.53,22.45,12.49
2025-10-02 13:15:00,16.0,36.0,18.0,2.25,1.0,160.0,0.0,41.0,3.0,12.0,0.0,15.48060138532288,31.9698994899238,13,3,0,66.17,1,23.71,28.23,32.68
2025-10-02 13:30:00,11.0,21.0,19.0,1.9090909090909092,1.0,240.0,5.0,50.0,3.0,27.0,0.0,15.48060138532288,31.9698994899238,13,3,0,28.0,0,66.17,32.87,46.72
2025-10-02 13:45:00,9.0,19.0,14.0,2.111111111111111,4.0,880.0,0.0,37.0,3.0,27.0,0.0,15.48060138532288,31.9698994899238,13,3,0,10.59,0,28.0,34.53,24.54
2025-10-02 14:00:00,11.0,25.0,28.0,2.272727272727273,4.0,880.0,1.75,33.0,3.0,12.0,0.0,14.025567283212304,31.077743159924736,14,3,0,48.68,1,10.59,23.71,37.47
2025-10-02 14:15:00,18.0,31.0,22.0,1.7222222222222223,2.0,510.0,0.0,38.0,3.0,15.0,0.0,14.025567283212304,31.077743159924736,14,3,0,43.5,1,48.68,66.17,28.43
2025-10-02 14:30:00,11.0,15.0,15.0,1.3636363636363635,5.0,990.0,0.0,39.0,3.0,15.0,0.0,14.025567283212304,31.077743159924736,14,3,0,35.5,1,43.5,28.0,54.02
2025-10-02 14:45:00,11.0,21.0,20.0,1.9090909090909092,3.0,750.0,0.0,26.0,3.0,18.0,0.0,14.025567283212304,31.077743159924736,14,3,0,42.83,1,35.5,10.59,60.04
2025-10-02 15:00:00,14.0,22.0,26.0,1.5714285714285714,3.0,750.0,2.6666666666666665,53.0,5.0,40.0,0.9926809875770188,11.896773386173203,32.31528538776032,15,3,0,28.15,0,42.83,48.68,13.15
2025-10-02 15:15:00,28.0,58.0,40.0,2.0714285714285716,9.0,2350.0,1.2222222222222223,45.0,5.0,35.0,0.9926809875770188,11.896773386173203,32.31528538776032,15,3,0,61.7,1,28.15,43.5,14.95
2025-10-02 15:30:00,46.0,83.0,92.0,1.8043478260869565,3.0,670.0,3.3333333333333335,56.0,5.0,50.0,0.9926809875770188,11.896773386173203,32.31528538776032,15,3,0,47.3,1,61.7,35.5,32.74
2025-10-02 15:45:00,32.0,62.0,55.0,1.9375,1.0,270.0,0.0,46.0,5.0,40.0,0.9926809875770188,11.896773386173203,32.31528538776032,15,3,0,37.09,1,47.3,42.83,26.21
2025-10-02 16:00:00,10.0,22.0,11.0,2.2,4.0,640.0,0.0,52.0,5.0,55.0,4.355250630784719,23.43092950605265,32.31528538776032,16,3,0,23.6,0,37.09,28.15,14.93
2025-10-02 16:15:00,5.0,13.0,4.0,2.6,5.0,990.0,0.0,63.0,5.0,50.0,4.355250630784719,23.43092950605265,32.31528538776032,16,3,0,16.06,0,23.6,61.7,31.3
2025-10-02 16:30:00,11.0,24.0,15.0,2.1818181818181817,1.0,240.0,0.0,43.0,5.0,40.0,4.355250630784719,23.43092950605265,32.31528538776032,16,3,0,23.94,0,16.06,47.3,19.75
2025-10-02 16:45:00,10.0,17.0,22.0,1.7,3.0,750.0,0.3333333333333333,41.0,5.0,40.0,4.355250630784719,23.43092950605265,32.31528538776032,16,3,0,22.06,0,23.94,37.09,18.26
2025-10-02 17:00:00,11.0,25.0,24.0,2.272727272727273,0.0,0.0,0.0,52.0,4.0,44.0,0.0,15.28775195361382,31.365997351620894,17,3,0,20.94,0,22.06,23.6,46.49
2025-10-02 17:15:00,8.0,11.0,12.0,1.375,2.0,430.0,0.0,48.0,4.0,24.0,0.0,15.28775195361382,31.365997351620894,17,3,0,24.62,0,20.94,16.06,30.22
2025-10-02 17:30:00,4.0,8.0,7.0,2.0,3.0,640.0,0.0,53.0,4.0,36.0,0.0,15.28775195361382,31.365997351620894,17,3,0,34.48,1,24.62,23.94,31.15
2025-10-02 17:45:00,9.0,17.0,17.0,1.8888888888888888,4.0,990.0,0.0,44.0,4.0,36.0,0.0,15.28775195361382,31.365997351620894,17,3,0,21.01,0,34.48,22.06,32.83
2025-10-02 18:00:00,14.0,29.0,14.0,2.0714285714285716,2.0,560.0,4.0,37.0,4.0,32.0,0.4076577257587005,13.867430622753917,31.6842258285894,18,3,0,31.42,1,21.01,20.94,43.3
2025-10-02 18:15:00,19.0,32.0,33.0,1.6842105263157894,3.0,700.0,1.0,33.0,4.0,32.0,0.4076577257587005,13.867430622753917,31.6842258285894,18,3,0,40.58,1,31.42,24.62,42.24
2025-10-02 18:30:00,13.0,30.0,14.0,2.3076923076923075,1.0,320.0,0.0,46.0,4.0,36.0,0.4076577257587005,13.867430622753917,31.6842258285894,18,3,0,16.86,0,40.58,34.48,28.3
2025-10-02 18:45:00,13.0,26.0,26.0,2.0,1.0,240.0,0.0,50.0,4.0,32.0,0.4076577257587005,13.867430622753917,31.6842258285894,18,3,0,21.62,0,16.86,21.01,39.45
2025-10-02 19:00:00,10.0,23.0,20.0,2.3,3.0,670.0,0.3333333333333333,39.0,4.0,24.0,3.3580008952826,13.038195176094389,32.0427852162005,19,3,0,41.47,1,21.62,31.42,30.25
2025-10-02 19:15:00,9.0,19.0,14.0,2.111111111111111,2.0,480.0,0.5,56.0,4.0,24.0,3.3580008952826,13.038195176094389,32.0427852162005,19,3,0,34.48,1,41.47,40.58,26.24
2025-10-02 19:30:00,13.0,24.0,27.0,1.8461538461538463,2.0,480.0,5.0,48.0,4.0,28.0,3.3580008952826,13.038195176094389,32.0427852162005,19,3,0,31.82,1,34.48,16.86,57.46
2025-10-02 19:45:00,10.0,16.0,19.0,1.6,4.0,830.0,2.0,34.0,4.0,32.0,3.3580008952826,13.038195176094389,32.0427852162005,19,3,0,42.33,1,31.82,21.62,40.12
2025-10-02 20:00:00,13.0,26.0,24.0,2.0,1.0,270.0,0.0,38.0,3.0,18.0,0.0,13.826441151473784,29.396379532284843,20,3,0,61.65,1,42.33,41.47,21.08
2025-10-02 20:15:00,13.0,20.0,18.0,1.5384615384615385,0.0,0.0,0.0,50.0,0.0,18.0,0.0,13.826441151473784,29.396379532284843,20,3,0,29.93,0,61.65,34.48,36.76
2025-10-02 20:30:00,7.0,12.0,12.0,1.7142857142857142,1.0,320.0,2.0,30.0,3.0,27.0,0.0,13.826441151473784,29.396379532284843,20,3,0,17.7,0,29.93,31.82,45.13
2025-10-02 20:45:00,6.0,10.0,14.0,1.6666666666666667,0.0,0.0,0.0,45.0,3.0,21.0,0.0,13.826441151473784,29.396379532284843,20,3,0,23.46,0,17.7,42.33,35.86
2025-10-02 21:00:00,1.0,2.0,2.0,2.0,1.0,270.0,0.0,53.0,4.0,32.0,12.149349711285996,17.759665163433873,26.55670988197055,21,3,0,25.17,0,23.46,61.65,22.6
2025-10-02 21:15:00,3.0,10.0,3.0,3.3333333333333335,0.0,0.0,0.0,66.0,4.0,32.0,12.149349711285996,17.759665163433873,26.55670988197055,21,3,0,16.22,0,25.17,29.93,23.62
2025-10-02 21:30:00,3.0,6.0,5.0,2.0,1.0,160.0,0.0,42.0,3.0,15.0,12.149349711285996,17.759665163433873,26.55670988197055,21,3,0,12.89,0,16.22,17.7,17.08
2025-10-02 21:45:00,2.0,4.0,1.0,2.0,0.0,0.0,0.0,45.0,4.0,48.0,12.149349711285996,17.759665163433873,26.55670988197055,21,3,0,8.66,0,12.89,23.46,30.78
2025-10-02 22:00:00,2.0,2.0,3.0,1.0,2.0,510.0,3.0,37.0,4.0,40.0,14.200269238452483,16.934285469001352,31.94282012645796,22,3,0,17.12,0,8.66,25.17,23.59
2025-10-02 22:15:00,11.0,19.0,15.0,1.7272727272727273,6.0,1610.0,1.5,42.0,4.0,24.0,14.200269238452483,16.934285469001352,31.94282012645796,22,3,0,39.52,1,17.12,16.22,22.18
2025-10-02 22:30:00,23.0,49.0,41.0,2.130434782608696,4.0,960.0,0.0,37.0,4.0,28.0,14.200269238452483,16.934285469001352,31.94282012645796,22,3,0,72.61,1,39.52,12.89,67.94
2025-10-02 22:45:00,29.0,56.0,29.0,1.9310344827586208,6.0,1630.0,0.0,39.0,4.0,24.0,14.200269238452483,16.934285469001352,31.94282012645796,22,3,0,76.34,1,72.61,8.66,86.27
2025-10-02 23:00:00,28.0,52.0,39.0,1.8571428571428572,9.0,2240.0,0.5555555555555556,78.0,7.0,84.0,0.0,9.047318374346558,26.98066408671501,23,3,0,30.64,1,76.34,17.12,39.24
2025-10-02 23:15:00,48.0,96.0,61.0,2.0,15.0,3440.0,0.06666666666666667,77.0,7.0,49.0,0.0,9.047318374346558,26.98066408671501,23,3,0,50.68,1,30.64,39.52,42.9
2025-10-02 23:30:00,89.0,177.0,147.0,1.9887640449438202,12.0,2800.0,0.3333333333333333,48.0,7.0,63.0,0.0,9.047318374346558,26.98066408671501,23,3,0,82.61,1,50.68,72.61,67.63
2025-10-02 23:45:00,55.0,104.0,80.0,1.8909090909090909,7.0,1600.0,0.0,73.0,6.0,60.0,0.0,9.047318374346558,26.98066408671501,23,3,0,55.11,1,82.61,76.34,54.86
2025-10-03 00:00:00,42.0,80.0,75.0,1.9047619047619047,7.0,1820.0,1.0,43.0,5.0,25.0,5.528653098377215,11.482621729419003,28.016459822332248,0,4,0,78.52,1,55.11,30.64,90.0
2025-10-03 00:15:00,36.0,66.0,65.0,1.8333333333333333,11.0,2090.0,0.18181818181818182,30.0,5.0,20.0,5.528653098377215,11.482621729419003,28.016459822332248,0,4,0,84.1,1,78.52,50.68,66.09
2025-10-03 00:30:00,36.0,61.0,60.0,1.6944444444444444,11.0,2670.0,0.09090909090909091,26.0,5.0,30.0,5.528653098377215,11.482621729419003,28.016459822332248,0,4,0,80.84,1,84.1,82.61,90.0
2025-10-03 00:45:00,51.0,101.0,79.0,1.9803921568627452,6.0,1310.0,1.0,54.0,5.0,20.0,5.528653098377215,11.482621729419003,28.016459822332248,0,4,0,49.38,1,80.84,55.11,63.2
2025-10-03 01:00:00,42.0,91.0,82.0,2.1666666666666665,11.0,2430.0,0.0,39.0,5.0,25.0,0.0,12.172303515837289,29.16835611873239,1,4,0,61.54,1,49.38,78.52,53.47
2025-10-03 01:15:00,31.0,63.0,58.0,2.032258064516129,8.0,1900.0,1.375,37.0,5.0,20.0,0.0,12.172303515837289,29.16835611873239,1,4,0,56.16,1,61.54,84.1,42.02
2025-10-03 01:30:00,60.0,120.0,88.0,2.0,5.0,1310.0,0.2,41.0,5.0,25.0,0.0,12.172303515837289,29.16835611873239,1,4,0,89.92,1,56.16,80.84,63.07
2025-10-03 01:45:00,30.0,64.0,44.0,2.1333333333333333,11.0,2620.0,0.18181818181818182,41.0,5.0,30.0,0.0,12.172303515837289,29.16835611873239,1,4,0,70.2,1,89.92,49.38,63.89
2025-10-03 02:00:00,47.0,99.0,63.0,2.106382978723404,1.0,270.0,4.0,19.0,2.0,8.0,0.0,7.885632316623466,28.96540485828772,2,4,0,75.97,1,70.2,61.54,90.0
2025-10-03 02:15:00,27.0,47.0,49.0,1.7407407407407407,4.0,800.0,0.0,32.0,2.0,8.0,0.0,7.885632316623466,28.96540485828772,2,4,0,60.18,1,75.97,56.16,56.3
2025-10-03 02:30:00,11.0,19.0,23.0,1.7272727272727273,3.0,640.0,0.6666666666666666,24.0,2.0,8.0,0.0,7.885632316623466,28.96540485828772,2,4,0,58.84,1,60.18,89.92,84.58
2025-10-03 02:45:00,15.0,31.0,27.0,2.066666666666667,1.0,240.0,0.0,26.0,2.0,8.0,0.0,7.885632316623466,28.96540485828772,2,4,0,61.63,1,58.84,70.2,21.99
2025-10-03 03:00:00,16.0,22.0,25.0,1.375,0.0,0.0,0.0,26.0,2.0,16.0,0.0,9.426545343693611,29.11698678873112,3,4,0,74.98,1,61.63,75.97,58.61
2025-10-03 03:15:00,4.0,7.0,7.0,1.75,1.0,320.0,4.0,15.0,2.0,10.0,0.0,9.426545343693611,29.11698678873112,3,4,0,18.68,0,74.98,60.18,46.87
2025-10-03 03:30:00,4.0,7.0,4.0,1.75,0.0,0.0,0.0,21.0,2.0,10.0,0.0,9.426545343693611,29.11698678873112,3,4,0,6.3,0,18.68,58.84,14.55
2025-10-03 03:45:00,3.0,6.0,3.0,2.0,0.0,0.0,0.0,22.0,2.0,8.0,0.0,9.426545343693611,29.11698678873112,3,4,0,10.96,0,6.3,61.63,83.38
2025-10-03 04:00:00,1.0,1.0,3.0,1.0,0.0,0.0,0.0,28.0,2.0,8.0,0.0,13.195313115684684,27.301124081842094,4,4,0,65.6,1,10.96,74.98,27.72
2025-10-03 04:15:00,1.0,2.0,4.0,2.0,3.0,720.0,0.0,21.0,2.0,12.0,0.0,13.195313115684684,27.301124081842094,4,4,0,23.95,0,65.6,18.68,13.44
2025-10-03 04:30:00,8.0,11.0,14.0,1.375,2.0,480.0,0.0,23.0,2.0,10.0,0.0,13.195313115684684,27.301124081842094,4,4,0,73.11,1,23.95,6.3,54.95
2025-10-03 04:45:00,9.0,15.0,18.0,1.6666666666666667,2.0,560.0,0.0,18.0,2.0,8.0,0.0,13.195313115684684,27.301124081842094,4,4,0,68.27,1,73.11,10.96,73.82
2025-10-03 05:00:00,11.0,30.0,16.0,2.727272727272727,5.0,1150.0,0.0,30.0,3.0,12.0,0.0,9.572438130855756,27.35785895361725,5,4,0,47.23,1,68.27,65.6,19.79
2025-10-03 05:15:00,24.0,48.0,50.0,2.0,6.0,1630.0,0.0,43.0,4.0,20.0,0.0,9.572438130855756,27.35785895361725,5,4,0,44.42,1,47.23,23.95,16.47
2025-10-03 05:30:00,20.0,34.0,31.0,1.7,4.0,800.0,1.5,28.0,3.0,12.0,0.0,9.572438130855756,27.35785895361725,5,4,0,90.0,1,44.42,73.11,61.01
2025-10-03 05:45:00,26.0,47.0,34.0,1.8076923076923077,3.0,830.0,1.0,31.0,3.0,12.0,0.0,9.572438130855756,27.35785895361725,5,4,0,78.0,1,90.0,68.27,67.22
2025-10-03 06:00:00,18.0,39.0,28.0,2.1666666666666665,8.0,1820.0,0.0,60.0,6.0,60.0,0.0,16.780608992669826,33.37894909965358,6,4,0,32.88,1,78.0,47.23,43.6
2025-10-03 06:15:00,43.0,81.0,84.0,1.8837209302325582,8.0,2090.0,1.625,61.0,5.0,30.0,0.0,16.780608992669826,33.37894909965358,6,4,0,90.0,1,32.88,44.42,69.56
2025-10-03 06:30:00,54.0,107.0,100.0,1.9814814814814814,16.0,3450.0,0.6875,54.0,6.0,54.0,0.0,16.780608992669826,33.37894909965358,6,4,0,23.83,0,90.0,90.0,79.03
2025-10-03 06:45:00,60.0,132.0,104.0,2.2,10.0,2030.0,0.7,52.0,6.0,30.0,0.0,16.780608992669826,33.37894909965358,6,4,0,54.57,1,23.83,78.0,75.19
2025-10-03 07:00:00,62.0,117.0,99.0,1.8870967741935485,14.0,3370.0,0.7142857142857143,66.0,7.0,56.0,0.0,16.63224080667348,33.95499574395079,7,4,0,77.24,1,54.57,32.88,84.8
2025-10-03 07:15:00,65.0,128.0,104.0,1.9692307692307693,10.0,2550.0,0.5,44.0,7.0,42.0,0.0,16.63224080667348,33.95499574395079,7,4,0,63.82,1,77.24,90.0,85.83
2025-10-03 07:30:00,66.0,117.0,112.0,1.7727272727272727,8.0,1820.0,1.375,69.0,7.0,49.0,0.0,16.63224080667348,33.95499574395079,7,4,0,58.15,1,63.82,23.83,54.71
2025-10-03 07:45:00,56.0,110.0,93.0,1.9642857142857142,13.0,3190.0,0.38461538461538464,71.0,7.0,49.0,0.0,16.63224080667348,33.95499574395079,7,4,0,50.07,1,58.15,54.57,73.19
2025-10-03 08:00:00,41.0,78.0,69.0,1.9024390243902438,7.0,1710.0,0.5714285714285714,51.0,4.0,20.0,0.0,26.695813581346663,30.915916275907996,8,4,0,70.32,1,50.07,77.24,72.72
2025-10-03 08:15:00,58.0,109.0,86.0,1.8793103448275863,3.0,780.0,0.0,44.0,4.0,36.0,0.0,26.695813581346663,30.915916275907996,8,4,0,73.31,1,70.32,63.82,67.01
2025-10-03 08:30:00,31.0,75.0,58.0,2.4193548387096775,1.0,240.0,0.0,53.0,4.0,44.0,0.0,26.695813581346663,30.915916275907996,8,4,0,44.7,1,73.31,58.15,34.72
2025-10-03 08:45:00,18.0,40.0,33.0,2.2222222222222223,3.0,640.0,0.0,58.0,4.0,28.0,0.0,26.695813581346663,30.915916275907996,8,4,0,21.23,0,44.7,50.07,39.99
2025-10-03 09:00:00,15.0,24.0,22.0,1.6,2.0,640.0,0.5,55.0,6.0,60.0,4.195244943666956,15.299413971242116,32.90728116919916,9,4,0,23.62,0,21.23,70.32,16.41
